0,200.000000,415.000000
1,96.000000,415.000000
2,148.000000,398.000000
3,169.000000,409.000000
4,127.000000,409.000000
5,238.000000,437.000000
6,58.000000,437.000000
7,148.000000,421.500000
8,211.000000,436.000000
9,85.000000,436.000000
10,181.000000,430.000000
11,115.000000,430.000000
12,160.000000,442.000000
13,136.000000,442.000000
14,192.000000,451.000000
15,104.000000,451.000000
16,171.000000,463.000000
17,125.000000,463.000000
18,148.000000,468.000000
19,224.000000,456.000000
20,72.000000,456.000000
21,205.000000,471.000000
22,91.000000,471.000000
23,184.000000,484.000000
24,112.000000,484.000000
25,160.000000,489.000000
26,136.000000,489.000000
27,236.000000,477.000000
28,60.000000,477.000000
29,217.000000,492.000000
30,79.000000,492.000000
31,196.000000,504.000000
32,100.000000,504.000000
33,172.000000,510.000000
34,124.000000,510.000000
35,148.000000,513.000000
